Given Address,House Number,Street,City,State,ZIP Code,Full Address,Exact Match
1625 SW 67TH ST OK,1625,Southwest 67th Street,Oklahoma City,Oklahoma,73159,"1625 Southwest 67th Street Oklahoma City, Oklahoma 73159",True
1800 NE 51ST ST OK,1800,Northeast 51st Street,Oklahoma City,Oklahoma,73111,"1800 Northeast 51st Street Oklahoma City, Oklahoma 73111",True
1824 N PURDUE PL OK,1824,North Purdue Place,Oklahoma City,Oklahoma,73127,"1824 North Purdue Place Oklahoma City, Oklahoma 73127",True
1917 N ANN ARBOR AVE OK,1917,North Ann Arbor Avenue,Oklahoma City,Oklahoma,73127,"1917 North Ann Arbor Avenue Oklahoma City, Oklahoma 73127",True
2112 SW 77TH PL OK,2112,Southwest 77th Place,Oklahoma City,Oklahoma,73159,"2112 Southwest 77th Place Oklahoma City, Oklahoma 73159",True
2124 SW 63RD ST OK,2124,Southwest 63rd Street,Oklahoma City,Oklahoma,73159,"2124 Southwest 63rd Street Oklahoma City, Oklahoma 73159",True
2400 NE 27TH ST OK,2400,Northeast 27th Street,Oklahoma City,Oklahoma,73111,"2400 Northeast 27th Street Oklahoma City, Oklahoma 73111",True
2404 NE 27TH ST OK,2404,Northeast 27th Street,Oklahoma City,Oklahoma,73111,"2404 Northeast 27th Street Oklahoma City, Oklahoma 73111",True
2441 NW 198TH ST OK,2441,Northwest 198th Street,Oklahoma City,Oklahoma,73012,"2441 Northwest 198th Street Oklahoma City, Oklahoma 73012",True
2504 N REDMOND AVE OK,2504,North Redmond Avenue,Oklahoma City,Oklahoma,73127,"2504 North Redmond Avenue Oklahoma City, Oklahoma 73127",True
2633 NW 40TH ST OK,2633,Northwest 40th Street,Oklahoma City,Oklahoma,73112,"2633 Northwest 40th Street Oklahoma City, Oklahoma 73112",True
825 SW 39TH ST OK,825,Southwest 39th Street,Moore,Oklahoma,73160,"825 Southwest 39th Street Moore, Oklahoma 73160",True
8301 NW 110TH TER OK,8301,Northwest 110th Terrace,Oklahoma City,Oklahoma,73162,"8301 Northwest 110th Terrace Oklahoma City, Oklahoma 73162",True
8900 N OLIE AVE OK,8900,North Olie Avenue,Oklahoma City,Oklahoma,73114,"8900 North Olie Avenue Oklahoma City, Oklahoma 73114",True
10321 RANCHWOOD MANOR DR OK,10321,South Ranchwood Manor Drive,Oklahoma City,Oklahoma,73139,"10321 South Ranchwood Manor Drive Oklahoma City, Oklahoma 73139",True
11024 NW 106TH CIR OK,11024,Northwest 106th Circle,Oklahoma City,Oklahoma,73099,"11024 Northwest 106th Circle Oklahoma City, Oklahoma 73099",True
1108 SW 54TH ST OK,1108,Southwest 54th Street,Oklahoma City,Oklahoma,73109,"1108 Southwest 54th Street Oklahoma City, Oklahoma 73109",True
11208 SW 39TH ST OK,11208,Southwest 39th Street,Oklahoma City,Oklahoma,73064,"11208 Southwest 39th Street Oklahoma City, Oklahoma 73064",True
11209 BLUE SAGE RD OK,11209,Blue Sage Road,Oklahoma City,Oklahoma,73120,"11209 Blue Sage Road Oklahoma City, Oklahoma 73120",True
12028 NW 136TH TER OK,12028,Northwest 136th Terrace,Oklahoma City,Oklahoma,73078,"12028 Northwest 136th Terrace Oklahoma City, Oklahoma 73078",True
1220 GLADE AVE OK,House number not found,Northwest 12th Street,Oklahoma City,Oklahoma,73127,"House number not found Northwest 12th Street Oklahoma City, Oklahoma 73127",False
1304 SOFT WIND AVE OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
13213 PINEHURST RD OK,13213,Pinehurst Road,Oklahoma City,Oklahoma,73120,"13213 Pinehurst Road Oklahoma City, Oklahoma 73120",True
1400 SW 70TH ST OK,1400,Southwest 70th Street,Oklahoma City,Oklahoma,73159,"1400 Southwest 70th Street Oklahoma City, Oklahoma 73159",True
1406 SW 96TH ST OK,1406,Southwest 96th Street,Oklahoma City,Oklahoma,73159,"1406 Southwest 96th Street Oklahoma City, Oklahoma 73159",True
3517 S SHIELDS BLVD OK,3517,South Shields Boulevard,Oklahoma City,Oklahoma,73129,"3517 South Shields Boulevard Oklahoma City, Oklahoma 73129",True
4017 NW 34TH ST OK,4017,Northwest 34th Street,Oklahoma City,Oklahoma,73112,"4017 Northwest 34th Street Oklahoma City, Oklahoma 73112",True
10 NE 102ND ST OK,2,Northwest 102nd Street,Oklahoma City,Oklahoma,73114,"2 Northwest 102nd Street Oklahoma City, Oklahoma 73114",False
104 NW 20TH ST OK,House number not found,Northwest 20th Street,Oklahoma City,Oklahoma,73106,"House number not found Northwest 20th Street Oklahoma City, Oklahoma 73106",False
3508 NW 69TH ST OK,3508,Northwest 69th Street,Oklahoma City,Oklahoma,73116,"3508 Northwest 69th Street Oklahoma City, Oklahoma 73116",True
3921 NW 31ST ST OK,3921,Northwest 31st Street,Oklahoma City,Oklahoma,73112,"3921 Northwest 31st Street Oklahoma City, Oklahoma 73112",True
4105 JOHNSON FARMS DR OK,House number not found,Johnsons Farms Drive,Oklahoma City,Oklahoma,73064,"House number not found Johnsons Farms Drive Oklahoma City, Oklahoma 73064",False
4216 NW 45TH ST OK,4216,Northwest 45th Street,Oklahoma City,Oklahoma,73112,"4216 Northwest 45th Street Oklahoma City, Oklahoma 73112",True
4801 NW 34TH ST OK,4801,Northwest 34th Street,Oklahoma City,Oklahoma,73122,"4801 Northwest 34th Street Oklahoma City, Oklahoma 73122",True
529 SE 70TH ST OK,529,Southeast 70th Street,Oklahoma City,Oklahoma,73149,"529 Southeast 70th Street Oklahoma City, Oklahoma 73149",True
5829 NW 31ST TER OK,5829,Northwest 31st Terrace,Oklahoma City,Oklahoma,73122,"5829 Northwest 31st Terrace Oklahoma City, Oklahoma 73122",True
601 N IDAHO AVE OK,601,North Idaho Avenue,Oklahoma City,Oklahoma,73117,"601 North Idaho Avenue Oklahoma City, Oklahoma 73117",True
6400 S LINDSAY AVE OK,6400,South Lindsay Avenue,Oklahoma City,Oklahoma,73149,"6400 South Lindsay Avenue Oklahoma City, Oklahoma 73149",True
7529 NW 12TH ST OK,7529,Northwest 12th Street,Oklahoma City,Oklahoma,73127,"7529 Northwest 12th Street Oklahoma City, Oklahoma 73127",True
8104 S VILLA AVE OK,8104,South Villa Avenue,Oklahoma City,Oklahoma,73159,"8104 South Villa Avenue Oklahoma City, Oklahoma 73159",True
8303 S HARVEY AVE OK,8303,South Harvey Avenue,Oklahoma City,Oklahoma,73139,"8303 South Harvey Avenue Oklahoma City, Oklahoma 73139",True
8809 S GRACE DR OK,8809,South Grace Drive,Oklahoma City,Oklahoma,73159,"8809 South Grace Drive Oklahoma City, Oklahoma 73159",True
9056 NW 99TH ST OK,9056,Northwest 99th Street,Oklahoma City,Oklahoma,73099,"9056 Northwest 99th Street Oklahoma City, Oklahoma 73099",True
9113 SW 30TH TER OK,9113,Southwest 30th Terrace,Oklahoma City,Oklahoma,73179,"9113 Southwest 30th Terrace Oklahoma City, Oklahoma 73179",True
11809 SW 4TH ST OK,11809,Southwest 4th Street,Oklahoma City,Oklahoma,73099,"11809 Southwest 4th Street Oklahoma City, Oklahoma 73099",True
12413 ARROWHEAD TER OK,12413,Arrowhead Terrace,Oklahoma City,Oklahoma,73120,"12413 Arrowhead Terrace Oklahoma City, Oklahoma 73120",True
2845 SW 88TH ST OK,2845,Southwest 88th Street,Oklahoma City,Oklahoma,73159,"2845 Southwest 88th Street Oklahoma City, Oklahoma 73159",True
2924 NW 12TH ST OK,House number not found,Northwest 12th Street,Oklahoma City,Oklahoma,73107,"House number not found Northwest 12th Street Oklahoma City, Oklahoma 73107",False
3121 SE 56TH ST OK,3121,Southeast 56th Street,Oklahoma City,Oklahoma,73135,"3121 Southeast 56th Street Oklahoma City, Oklahoma 73135",True
313 SE 27TH ST OK,313,Southeast 27th Street,El Reno,Oklahoma,73036,"313 Southeast 27th Street El Reno, Oklahoma 73036",True
3221 SE 54TH ST OK,3221,Southeast 54th Street,Oklahoma City,Oklahoma,73135,"3221 Southeast 54th Street Oklahoma City, Oklahoma 73135",True
4717 FAWN RUN DR OK,4717,Fawn Run Drive,Oklahoma City,Oklahoma,73099,"4717 Fawn Run Drive Oklahoma City, Oklahoma 73099",True
5204 BRIARWOOD DR OK,5204,South Briarwood Drive,Oklahoma City,Oklahoma,73135,"5204 South Briarwood Drive Oklahoma City, Oklahoma 73135",True
700 SW 44TH ST OK,700,Southwest 44th Street,Lawton,Oklahoma,73505,"700 Southwest 44th Street Lawton, Oklahoma 73505",True
7212 S BLACKWELDER AVE OK,7212,South Blackwelder Avenue,Oklahoma City,Oklahoma,73159,"7212 South Blackwelder Avenue Oklahoma City, Oklahoma 73159",True
8917 S INDIANA AVE OK,House number not found,Southwest 87th Street,Oklahoma City,Oklahoma,73159,"House number not found Southwest 87th Street Oklahoma City, Oklahoma 73159",False
1732 NW 35TH ST OK,1732,Northwest 35th Street,Oklahoma City,Oklahoma,73118,"1732 Northwest 35th Street Oklahoma City, Oklahoma 73118",True
2500 CUMMINGS DR OK,2500,Cummings Drive,Oklahoma City,Oklahoma,73107,"2500 Cummings Drive Oklahoma City, Oklahoma 73107",True
2733 SE 48TH ST OK,2733,Southeast 48th Street,Oklahoma City,Oklahoma,73129,"2733 Southeast 48th Street Oklahoma City, Oklahoma 73129",True
3000 LIGHTNER LN OK,House number not found,Southwest 29th Street,Oklahoma City,Oklahoma,73179,"House number not found Southwest 29th Street Oklahoma City, Oklahoma 73179",False
3028 ELMWOOD AVE OK,3028,Elmwood Avenue,Oklahoma City,Oklahoma,73116,"3028 Elmwood Avenue Oklahoma City, Oklahoma 73116",True
3101 N LAIRD AVE OK,3101,North Laird Avenue,Oklahoma City,Oklahoma,73105,"3101 North Laird Avenue Oklahoma City, Oklahoma 73105",True
4301 N KELLEY AVE OK,999,Northeast 42nd Street,Oklahoma City,Oklahoma,73105,"999 Northeast 42nd Street Oklahoma City, Oklahoma 73105",False
6417 ELLEN LN OK,6417,Ellen Lane,Oklahoma City,Oklahoma,73132,"6417 Ellen Lane Oklahoma City, Oklahoma 73132",True
8104 CURTIS TER OK,8104,Curtis Terrace,Oklahoma City,Oklahoma,73132,"8104 Curtis Terrace Oklahoma City, Oklahoma 73132",True
921 NW 30TH ST OK,House number not found,Northwest 30th Street,Oklahoma City,Oklahoma,73112,"House number not found Northwest 30th Street Oklahoma City, Oklahoma 73112",False
9840 N EASTERN AVE OK,9840,North Eastern Avenue,Oklahoma City,Oklahoma,73131,"9840 North Eastern Avenue Oklahoma City, Oklahoma 73131",True
1237 SW 16TH ST OK,House number not found,Street not found,City not found,Oklahoma,ZIP code not found,"House number not found Street not found City not found, Oklahoma ZIP code not found",False
1314 NE 7TH ST OK,1314,Northeast 7th Street,Oklahoma City,Oklahoma,73117,"1314 Northeast 7th Street Oklahoma City, Oklahoma 73117",True
139 SW GRAND BLVD OK,House number not found,Southwest Grand Boulevard,Oklahoma City,Oklahoma,73119,"House number not found Southwest Grand Boulevard Oklahoma City, Oklahoma 73119",False
1416 NW 30TH ST OK,1416,Northwest 30th Street,Oklahoma City,Oklahoma,73118,"1416 Northwest 30th Street Oklahoma City, Oklahoma 73118",True
1605 E PARK PL OK,1605,East Park Place,Oklahoma City,Oklahoma,73117,"1605 East Park Place Oklahoma City, Oklahoma 73117",True
1832 NE 52ND ST OK,1832,Northeast 52nd Street,Oklahoma City,Oklahoma,73111,"1832 Northeast 52nd Street Oklahoma City, Oklahoma 73111",True
3023 S CLEGERN AVE OK,100,South Clegern Avenue,Oklahoma City,Oklahoma,73106,"100 South Clegern Avenue Oklahoma City, Oklahoma 73106",False
3201 NW 25TH ST OK,3201,Northwest 25th Street,Oklahoma City,Oklahoma,73107,"3201 Northwest 25th Street Oklahoma City, Oklahoma 73107",True
3801 NW 61ST ST OK,3801,Northwest 61st Street,Oklahoma City,Oklahoma,73112,"3801 Northwest 61st Street Oklahoma City, Oklahoma 73112",True
3809 S HUDSON AVE OK,3809,South Hudson Avenue,Oklahoma City,Oklahoma,73109,"3809 South Hudson Avenue Oklahoma City, Oklahoma 73109",True
3814 S WALKER AVE OK,3814,South Walker Avenue,Oklahoma City,Oklahoma,73109,"3814 South Walker Avenue Oklahoma City, Oklahoma 73109",True
400 SW GRAND BLVD OK,400,Southwest Grand Boulevard,Oklahoma City,Oklahoma,73109,"400 Southwest Grand Boulevard Oklahoma City, Oklahoma 73109",True
4312 S LEE AVE OK,4312,South Lee Avenue,Oklahoma City,Oklahoma,73109,"4312 South Lee Avenue Oklahoma City, Oklahoma 73109",True
10605 CREEKVALE RD OK,10863,Creekvale Road,Oklahoma City,Oklahoma,73165,"10863 Creekvale Road Oklahoma City, Oklahoma 73165",False
11100 NW 112TH ST OK,11100,Northwest 112th Street,Oklahoma City,Oklahoma,73099,"11100 Northwest 112th Street Oklahoma City, Oklahoma 73099",True
11744 HOPE RD OK,11744,Hope Road,Oklahoma City,Oklahoma,73064,"11744 Hope Road Oklahoma City, Oklahoma 73064",True
1520 NE 45TH ST OK,1520,Northeast 45th Street,Oklahoma City,Oklahoma,73111,"1520 Northeast 45th Street Oklahoma City, Oklahoma 73111",True
1700 WEST PALM PL OK,"1700, 1702",West Palm Place,Oklahoma City,Oklahoma,73169,"1700, 1702 West Palm Place Oklahoma City, Oklahoma 73169",False
1820 N EAGLE LN OK,1820,North Eagle Lane,Oklahoma City,Oklahoma,73127,"1820 North Eagle Lane Oklahoma City, Oklahoma 73127",True
1822 NW 30TH ST OK,House number not found,North Indiana Avenue,Oklahoma City,Oklahoma,73106,"House number not found North Indiana Avenue Oklahoma City, Oklahoma 73106",False
200 SE 27TH ST OK,200,Southeast 27th Street,El Reno,Oklahoma,73036,"200 Southeast 27th Street El Reno, Oklahoma 73036",True
205 SE 27TH ST OK,205,Southeast 27th Street,El Reno,Oklahoma,73036,"205 Southeast 27th Street El Reno, Oklahoma 73036",True
2115 NW 18TH ST OK,2115,Northwest 18th Street,Lawton,Oklahoma,73507,"2115 Northwest 18th Street Lawton, Oklahoma 73507",True
3028 NW 45TH ST OK,3028,Northwest 45th Street,Oklahoma City,Oklahoma,73112,"3028 Northwest 45th Street Oklahoma City, Oklahoma 73112",True
5217 NW 109TH ST OK,5217,Northwest 109th Street,Oklahoma City,Oklahoma,73162,"5217 Northwest 109th Street Oklahoma City, Oklahoma 73162",True
800 EAST DR OK,1796,North Phillips Avenue,Oklahoma City,Oklahoma,73104,"1796 North Phillips Avenue Oklahoma City, Oklahoma 73104",False
8920 S WESTMINSTER RD OK,8920,South Westminster Road,Oklahoma City,Oklahoma,73150,"8920 South Westminster Road Oklahoma City, Oklahoma 73150",True
1000 NW 37TH ST OK,3799,North Olie Avenue,Oklahoma City,Oklahoma,73118,"3799 North Olie Avenue Oklahoma City, Oklahoma 73118",False
